"lastname","firstname","articleNum","birthDate","birthMonth","birthDay","zodiac"
"Landis","Floyd",105,"1975-10-14","10","14","Libra"
"Landis","John",5,"1950-08-03","8","3","Leo"
"Landler","Mark",2,"1965-10-26","10","26","Scorpio"
"Lane","Nathan",22,"1956-02-03","2","3","Aquarius"
"Lang","K D",3,"1961-11-02","11","2","Scorpio"
"Lange","Jessica",15,"1949-04-20","4","20","Aries"
"Langella","Frank",12,"1938-01-01","1","1","Capricorn"
"Langewiesche","William",5,"1955-06-12","6","12","Gemini"
"Langone","Kenneth G",6,"1935-09-16","9","16","Virgo"
"Lansbury","Angela",12,"1925-10-16","10","16","Libra"
"Lansing","Sherry",8,"1944-07-31","7","31","Leo"
"Lantos","Tom",4,"1928-02-01","2","1","Aquarius"
"Lapine","James",11,"1949-01-10","1","10","Capricorn"
"Laredo","Jaime",16,"1941-06-07","6","7","Gemini"
"Laredo","Ruth",1,"1937-11-20","11","20","Scorpio"
"Largent","Steve",1,"1954-09-28","9","28","Libra"
"Larijani","Ali",16,"1958-06-03","6","3","Gemini"
"Larsen","Don",4,"1929-08-07","8","7","Leo"
"Larson","Jonathan",9,"1960-02-04","2","4","Aquarius"
"Lasorda","Tommy",1,"1927-09-22","9","22","Virgo"
"Latortue","Gerard",0,"1934-06-19","6","19","Gemini"
"Lauder","Ronald S",14,"1944-02-26","2","26","Pisces"
"Lauper","Cyndi",8,"1953-06-22","6","22","Cancer"
"Lauren","Ralph",26,"1939-10-14","10","14","Libra"
"Laurents","Arthur",14,"1918-07-14","7","14","Cancer"
"Lautenberg","Frank R",37,"1924-01-23","1","23","Aquarius"
"Lavagna","Roberto",1,"1942-03-24","3","24","Aries"
"Lavin","Linda",2,"1937-10-15","10","15","Libra"
"Laviolette","Peter",8,"1964-12-07","12","7","Sagittarius"
"Law","Bernard F",4,"1931-11-04","11","4","Scorpio"
"Law","Jude",32,"1972-12-29","12","29","Capricorn"
"Lawrence","Francis L",0,"1937-08-25","8","25","Virgo"
"Lawrence","Jacob",2,"1917-09-07","9","7","Virgo"
"Lawrence","Martin",4,"1965-04-16","4","16","Aries"
"Lay","Kenneth L",90,"1942-04-15","4","15","Aries"
"Layden","Scott",2,"1959-01-01","1","1","Capricorn"
"Lazio","Rick A",17,"1958-03-13","3","13","Pisces"
"Le Carre","John",10,"1931-10-19","10","19","Libra"
"Le Corbusier","NA",6,"1887-10-06","10","6","Libra"
"Le Gougne","Marie Reine",0,"1961-01-01","1","1","Capricorn"
"Le Pen","Jean-Marie",12,"1928-06-20","6","20","Gemini"
"LeDuff","Charlie",3,"1966-01-01","1","1","Capricorn"
"LeFrak","Samuel J",1,"1918-02-12","2","12","Aquarius"
"LeWitt","Sol",12,"1928-09-09","9","9","Virgo"
"Leach","Jim",0,"1942-10-15","10","15","Libra"
"Leaf","Ryan",0,"1976-05-15","5","15","Taurus"
"Leahy","Patrick J",43,"1940-03-31","3","31","Aries"
"Lear","Norman",1,"1922-07-27","7","27","Leo"
"Leary","Denis",14,"1957-08-18","8","18","Leo"
"Leavitt","Michael O",16,"1951-02-11","2","11","Aquarius"
"Lebow","Bennett S",0,"1938-01-01","1","1","Capricorn"
"Ledee","Ricky",1,"1973-11-22","11","22","Scorpio"
"Ledger","Heath",41,"1979-04-04","4","4","Aries"
"Lee Kuan Yew","NA",4,"1923-09-16","9","16","Virgo"
"Lee Myung-bak","NA",59,"1941-12-19","12","19","Sagittarius"
"Lee Teng-Hui","NA",0,"1923-01-15","1","15","Capricorn"
"Lee","Ang",20,"1954-10-23","10","23","Libra"
"Lee","Bill Lann",0,"1949-02-05","2","5","Aquarius"
"Lee","Chang-Rae",1,"1965-07-29","7","29","Leo"
"Lee","Jennifer 8",2,"1976-03-15","3","15","Pisces"
"Lee","Peggy",5,"1920-05-26","5","26","Gemini"
"Lee","Robert E",2,"1807-01-19","1","19","Capricorn"
"Lee","Spike",27,"1957-03-20","3","20","Pisces"
"Lee","Stan",15,"1922-12-28","12","28","Capricorn"
"Lee","Wen Ho",4,"1939-12-21","12","21","Sagittarius"
"Leeson","Nicholas W",1,"1967-02-25","2","25","Pisces"
"Leetch","Brian",10,"1968-03-03","3","3","Pisces"
"Lefkow","Joan Humphrey",8,"1944-01-09","1","9","Capricorn"
"Leguizamo","John",12,"1964-07-22","7","22","Cancer"
"Lehman","Tom",12,"1959-03-07","3","7","Pisces"
"Lehmann-Haupt","Christopher",1,"1934-01-01","1","1","Capricorn"
"Lehrer","Jim",6,"1934-05-19","5","19","Taurus"
"Leibovitz","Annie",20,"1949-10-02","10","2","Libra"
"Leichter","Franz S",0,"1930-08-19","8","19","Leo"
"Leigh","Jennifer Jason",9,"1962-02-05","2","5","Aquarius"
"Leigh","Mike",13,"1943-02-20","2","20","Pisces"
"Leight","Warren",3,"1957-01-17","1","17","Capricorn"
"Leinart","Matt",24,"1983-05-11","5","11","Taurus"
"Leiter","Al",22,"1965-10-23","10","23","Libra"
"Leithauser","Brad",3,"1953-02-27","2","27","Pisces"
"Leko","Peter",6,"1979-09-08","9","8","Virgo"
"Lemaire","Jacques",3,"1945-09-07","9","7","Virgo"
"Lemann","Nicholas",2,"NA","NA","NA","NA"
"Lemieux","Claude",1,"1965-07-16","7","16","Cancer"
"Lemieux","Mario",7,"1965-10-05","10","5","Libra"
"Lemmon","Jack",3,"1925-02-08","2","8","Aquarius"
"Lemper","Ute",10,"1963-07-04","7","4","Cancer"
"Lenin","Vladimir",2,"1870-04-22","4","22","Taurus"
"Lennon","John",33,"1940-10-09","10","9","Libra"
"Leno","Jay",84,"1950-04-28","4","28","Taurus"
"Leonard","Elmore",25,"1925-10-11","10","11","Libra"
"Leonard","Justin",11,"1972-06-15","6","15","Gemini"
"Leonard","Sugar Ray",3,"1956-05-17","5","17","Taurus"
"Leonhardt","David",6,"1973-01-01","1","1","Capricorn"
"Lepage","Robert",8,"1957-12-12","12","12","Sagittarius"
"Lerach","William S",11,"1946-03-14","3","14","Pisces"
"Lerner","Alan Jay",7,"1918-08-31","8","31","Virgo"
"Leroy","Warner",2,"1935-03-03","3","3","Pisces"
"Leslie","Lisa",8,"1972-07-07","7","7","Cancer"
"Lessig","Lawrence",6,"1961-06-03","6","3","Gemini"
"Lessing","Doris",15,"1919-10-22","10","22","Libra"
"Lethem","Jonathan",12,"1964-02-19","2","19","Pisces"
"Letterman","David",74,"1947-04-12","4","12","Aries"
"Letts","Tracy",22,"1965-07-04","7","4","Cancer"
"Leung","Katrina",1,"1954-01-01","1","1","Capricorn"
"Levi","Primo",3,"1919-07-31","7","31","Leo"
"Levin","Carl",28,"1934-06-28","6","28","Cancer"
"Levin","Gerald M",4,"1939-05-06","5","6","Taurus"
"Levin","Ira",1,"1929-08-27","8","27","Virgo"
"Levin","Jonathan M",0,"NA","NA","NA","NA"
"Levin","Richard C",2,"1947-04-07","4","7","Aries"
"Levine","James",93,"1943-06-23","6","23","Cancer"
"Levine","Randy L",0,"1955-02-22","2","22","Pisces"
"Levinson","Barry",4,"1942-04-06","4","6","Aries"
"Levitt","Arthur Jr",6,"1931-02-03","2","3","Aquarius"
"Levy","Chandra Ann",3,"1977-04-14","4","14","Aries"
"Levy","Clifford J",0,"1967-06-15","6","15","Gemini"
"Levy","Harold O",4,"1952-12-14","12","14","Sagittarius"
"Levy","Leon",2,"1925-09-13","9","13","Virgo"
"Lewinsky","Monica S",13,"1973-07-23","7","23","Leo"
"Lewis","Anthony",3,"1927-03-27","3","27","Aries"
"Lewis","Carl",4,"1961-07-01","7","1","Cancer"
"Lewis","Flora",0,"1922-07-25","7","25","Leo"
"Lewis","Jerry",20,"1926-03-16","3","16","Pisces"
"Lewis","Lennox",5,"1965-09-02","9","2","Virgo"
"Lewis","Meriwether",3,"1774-08-18","8","18","Leo"
"Leyland","Jim",27,"1944-12-15","12","15","Sagittarius"
"Leyritz","Jim",2,"1963-12-27","12","27","Capricorn"
"Li Ka-Shing","NA",1,"1928-07-29","7","29","Leo"
"Li Peng","NA",0,"1928-10-20","10","20","Libra"
"Li","Richard",5,"1966-11-08","11","8","Scorpio"
"Libby","I Lewis Jr",46,"1950-08-22","8","22","Leo"
"Libeskind","Daniel",30,"1946-05-12","5","12","Taurus"
"Lichtblau","Eric",7,"1965-01-01","1","1","Capricorn"
"Lichtenstein","Harvey",2,"NA","NA","NA","NA"
"Lichtenstein","Roy",11,"1923-10-27","10","27","Scorpio"
"Lidle","Cory",25,"1972-03-22","3","22","Aries"
"Lieberman","Avigdor",17,"1958-06-05","6","5","Gemini"
"Lieberman","Joseph I",170,"1942-02-24","2","24","Pisces"
"Lifton","Robert Jay",0,"1926-05-16","5","16","Taurus"
"Ligeti","Gyorgy",18,"1923-05-28","5","28","Gemini"
"Lil Wayne","NA",22,"1982-09-27","9","27","Libra"
"Limbaugh","Rush",54,"1951-01-12","1","12","Capricorn"
"Lin","Maya",11,"1959-10-05","10","5","Libra"
"Linares","Guillermo",0,"1951-01-01","1","1","Capricorn"
"Lincoln","Abbey",3,"1930-08-06","8","6","Leo"
"Lincoln","Abraham",95,"1809-02-12","2","12","Aquarius"
"Lind","Michael",6,"1962-04-23","4","23","Taurus"
"Lindbergh","Anne Morrow",2,"1906-06-22","6","22","Cancer"
"Lindbergh","Charles A",6,"1902-02-04","2","4","Aquarius"
"Lindh","Anna",0,"1957-06-19","6","19","Gemini"
"Lindh","John Walker",6,"1981-02-09","2","9","Aquarius"
"Lindros","Eric",0,"1973-02-28","2","28","Pisces"
"Lindsay","John V",13,"1921-11-24","11","24","Sagittarius"
"Lindsay-Abaire","David",13,"1969-11-30","11","30","Sagittarius"
"Lindsey","Lawrence B",0,"1954-07-18","7","18","Cancer"
"Linney","Laura",20,"1964-02-05","2","5","Aquarius"
"Lipinski","Tara",3,"1982-06-10","6","10","Gemini"
"Lippman","Jonathan",12,"1945-05-19","5","19","Taurus"
"Lipstadt","Deborah E",0,"1947-03-18","3","18","Pisces"
"Lipsyte","Robert",1,"1938-01-16","1","16","Capricorn"
"Liptak","Adam",3,"1960-09-02","9","2","Virgo"
"Lipton","Eric",2,"NA","NA","NA","NA"
"Lish","Gordon",2,"1934-02-11","2","11","Aquarius"
"Liszt","Franz",3,"1811-10-22","10","22","Libra"
"Lithgow","John",12,"1945-10-19","10","19","Libra"
"Litsky","Frank",4,"NA","NA","NA","NA"
"Litton","Andrew",1,"1959-05-16","5","16","Taurus"
"Litvinenko","Alexander V",54,"1962-08-30","8","30","Virgo"
"Liu","John C",33,"1967-01-08","1","8","Capricorn"
"Livingston","Robert L",1,"1943-04-30","4","30","Taurus"
"Livingstone","Ken",14,"1945-06-17","6","17","Gemini"
"Livni","Tzipi",33,"1958-07-08","7","8","Cancer"
"Lloyd Webber","Andrew",22,"1948-03-22","3","22","Aries"
"Lloyd","Graeme",1,"1967-04-09","4","9","Aries"
"Loach","Ken",9,"1936-06-17","6","17","Gemini"
"Lobo","Rebecca",0,"1973-10-03","10","3","Libra"
"Locke","Gary",9,"1950-01-21","1","21","Aquarius"
"Lockhart","Joe",1,"1959-07-13","7","13","Cancer"
"Lockhart","Keith",1,"1959-11-07","11","7","Scorpio"
"Lockwood","Nadine",0,"1991-01-01","1","1","Capricorn"
"Lockyer","Bill",8,"1941-05-08","5","8","Taurus"
"Loesser","Frank",4,"1910-06-29","6","29","Cancer"
"Lofton","Kenny",5,"1967-05-31","5","31","Gemini"
"Lohan","Lindsay",39,"1986-07-02","7","2","Cancer"
"Lonergan","Kenneth",5,"1962-10-16","10","16","Libra"
"Lopate","Phillip",3,"1943-01-01","1","1","Capricorn"
"Lopez Obrador","Andres Manuel",56,"1953-11-13","11","13","Scorpio"
"Lopez","Awilda",0,"1989-02-11","2","11","Aquarius"
"Lopez","Jennifer",28,"1969-07-24","7","24","Leo"
"Lorenzo","Frank",1,"1940-05-19","5","19","Taurus"
"Loroupe","Tegla",1,"1973-05-09","5","9","Taurus"
"Lortel","Lucille",1,"1900-12-16","12","16","Sagittarius"
"Lott","Trent",22,"1941-10-09","10","9","Libra"
"Louganis","Greg",2,"1960-01-29","1","29","Aquarius"
"Louima","Abner",7,"1966-01-01","1","1","Capricorn"
"Louis","Joe",8,"1914-05-14","5","14","Taurus"
"Loury","Glenn C",0,"1948-09-03","9","3","Virgo"
"Lovano","Joe",12,"1952-12-29","12","29","Capricorn"
"Love","Courtney",19,"1964-07-09","7","9","Cancer"
"Love","Davis III",3,"1964-04-13","4","13","Aries"
"Lovett","Lyle",2,"1957-11-01","11","1","Scorpio"
"Low","Ron",0,"1950-06-21","6","21","Gemini"
"Lowey","Nita M",2,"1937-07-05","7","5","Cancer"
"Lowry","Glenn D",9,"1954-09-28","9","28","Libra"
"LuPone","Patti",20,"1949-04-21","4","21","Taurus"
"Lubbers","Ruud",5,"1939-05-07","5","7","Taurus"
"Lubovitch","Lar",11,"1943-04-09","4","9","Aries"
"Lucas","Craig",10,"1951-04-30","4","30","Taurus"
"Lucas","George",31,"1944-05-14","5","14","Taurus"
"Lucas","Ray",0,"1972-08-06","8","6","Leo"
"Ludlam","Charles",1,"1943-04-12","4","12","Aries"
"Ludlum","Robert",4,"1927-05-25","5","25","Gemini"
"Ludwig","Eugene A",1,"1946-04-11","4","11","Aries"
"Lugar","Richard G",10,"1932-04-04","4","4","Aries"
"Luhrmann","Baz",5,"1962-09-17","9","17","Virgo"
"Lukacs","John",1,"1924-01-31","1","31","Aquarius"
"Lukas","D Wayne",12,"1935-09-02","9","2","Virgo"
"Lukashenko","Aleksandr G",36,"1954-08-30","8","30","Virgo"
"Lumet","Sidney",9,"1924-06-25","6","25","Cancer"
"Lundqvist","Henrik",61,"1982-03-02","3","2","Pisces"
"Lungren","Daniel E",0,"1946-09-22","9","22","Virgo"
"Luntz","Frank",4,"1962-02-23","2","23","Pisces"
"Lurie","Alison",2,"1926-09-03","9","3","Virgo"
"Luttwak","Edward N",2,"1942-11-04","11","4","Scorpio"
"Lutz","Robert A",11,"NA","NA","NA","NA"
"Luzhkov","Yuri",1,"1936-09-21","9","21","Virgo"
"Lyall","Sarah",3,"NA","NA","NA","NA"
"Lynch","David",18,"1946-01-20","1","20","Capricorn"
"Lynch","Gerard E",0,"1951-09-04","9","4","Virgo"
"Lynch","Jessica",4,"1983-04-26","4","26","Taurus"
"Lyne","Adrian",0,"1941-03-04","3","4","Pisces"
"Lyons","Henry J",0,"1942-01-01","1","1","Capricorn"
"la Guardia","Fiorello H",8,"1882-12-11","12","11","Sagittarius"
"la Russa","Tony",28,"1944-10-04","10","4","Libra"
"Ma Ying-jeou","NA",19,"1950-07-13","7","13","Cancer"
"Ma","Yo-Yo",28,"1955-10-07","10","7","Libra"
"Maas","Peter",0,"1929-06-27","6","27","Cancer"
"Maazel","Lorin",69,"1930-03-06","3","6","Pisces"
"Mabus","Ray",1,"1948-10-11","10","11","Libra"
"MacFarquhar","Neil",2,"NA","NA","NA","NA"
"MacLaine","Shirley",5,"1934-04-24","4","24","Taurus"
"Macchiarola","Frank J",0,"1941-04-07","4","7","Aries"
"Maccioni","Sirio",11,"1932-01-01","1","1","Capricorn"
"Mack","John J",41,"1944-11-17","11","17","Scorpio"
"Mack","Stan",1,"1936-01-01","1","1","Capricorn"
"Mackie","Bob",1,"1940-03-24","3","24","Aries"
"Mackintosh","Cameron",7,"1946-10-17","10","17","Libra"
"Macklowe","Harry",13,"1937-01-01","1","1","Capricorn"
"Macy","William H",10,"1949-03-13","3","13","Pisces"
"Maddox","Tommy",1,"1971-09-02","9","2","Virgo"
"Maddux","Greg",7,"1966-04-14","4","14","Aries"
"Madoff","Bernard L",240,"1938-04-29","4","29","Taurus"
"Magaziner","Ira C",0,"1947-11-08","11","8","Scorpio"
"Maggert","Jeff",0,"1964-02-20","2","20","Pisces"
"Maher","Bill",11,"1956-01-20","1","20","Capricorn"
"Mahler","Gustav",30,"1860-07-07","7","7","Cancer"
"Mahony","Roger M",10,"1936-02-27","2","27","Pisces"
"Mahuad","Jamil",0,"1949-07-29","7","29","Leo"
"Maier","Hermann",15,"1972-12-07","12","7","Sagittarius"
"Mailer","Norman",35,"1923-01-31","1","31","Aquarius"
"Majid","Ali Hassan al-",11,"1941-11-30","11","30","Sagittarius"
"Majoli","Iva",0,"1977-08-12","8","12","Leo"
"Major","John",2,"1943-03-29","3","29","Aries"
"Malcolm X","NA",16,"1925-05-19","5","19","Taurus"
"Malcolm","Janet",5,"1934-01-01","1","1","Capricorn"
"Maliki","Nuri Kamal al-",412,"1950-06-20","6","20","Gemini"
"Malkovich","John",14,"1953-12-09","12","9","Sagittarius"
"Malle","Louis",1,"1932-10-30","10","30","Scorpio"
"Mallon","Thomas",7,"1951-11-02","11","2","Scorpio"
"Malone","John C",24,"1941-03-07","3","7","Pisces"
"Malone","Karl",3,"1963-07-24","7","24","Leo"
"Maloney","Carolyn B",14,"1946-02-19","2","19","Pisces"
"Maloney","James H",0,"1948-09-17","9","17","Virgo"
"Malvo","John Lee",5,"1985-02-18","2","18","Aquarius"
"Mamet","David",45,"1947-11-30","11","30","Sagittarius"
"Manchester","William",0,"1922-04-01","4","1","Aries"
"Mandela","Nelson",45,"1918-07-18","7","18","Cancer"
"Mandela","Winnie",2,"1936-09-26","9","26","Libra"
"Mandelbaum","Michael",5,"1946-01-01","1","1","Capricorn"
"Mandelson","Peter",12,"1953-10-12","10","12","Libra"
"Manet","Edouard",9,"1832-01-23","1","23","Aquarius"
"Mangini","Eric",117,"1971-01-19","1","19","Capricorn"
"Manilow","Barry",4,"1943-06-17","6","17","Gemini"
"Mankiw","N Gregory",6,"1958-02-03","2","3","Aquarius"
"Mann","Sally",2,"1951-01-01","1","1","Capricorn"
"Mann","Thomas",4,"1875-06-06","6","6","Gemini"
"Manning","Eli",234,"1981-01-03","1","3","Capricorn"
"Manning","Peyton",94,"1976-03-24","3","24","Aries"
"Manson","Charles",7,"1934-11-12","11","12","Scorpio"
"Mantegna","Joe",2,"1947-11-13","11","13","Scorpio"
"Mantello","Joe",17,"1962-12-27","12","27","Capricorn"
"Mantle","Mickey",17,"1931-10-20","10","20","Libra"
"Manton","Thomas J",3,"1932-11-03","11","3","Scorpio"
"Manuel","Jerry",145,"1953-12-23","12","23","Capricorn"
"Mao Zedong","NA",38,"1893-12-26","12","26","Capricorn"
"Mara","Wellington",21,"1916-08-14","8","14","Leo"
"Maradona","Diego",28,"1960-10-30","10","30","Scorpio"
"Marbury","Stephon",203,"1977-02-20","2","20","Pisces"
"Marcos","Ferdinand E",4,"1917-09-11","9","11","Virgo"
"Marcovicci","Andrea",10,"1948-11-18","11","18","Scorpio"
"Marcus","Stanley",1,"1905-04-20","4","20","Aries"
"Margiela","Martin",16,"1957-04-09","4","9","Aries"
"Margulies","Donald",10,"1954-09-02","9","2","Virgo"
"Marino","Dan",3,"1961-09-15","9","15","Virgo"
"Maris","Roger",9,"1934-09-10","9","10","Virgo"
"Mariucci","Steve",4,"1955-11-04","11","4","Scorpio"
"Markey","Edward J",17,"1946-07-11","7","11","Cancer"
"Markoff","John",2,"1949-10-24","10","24","Scorpio"
"Markowitz","Marty",15,"1945-02-14","2","14","Aquarius"
"Marley","Bob",16,"1945-02-06","2","6","Aquarius"
"Marri","Ali Saleh Kahlah al-",16,"1966-01-01","1","1","Capricorn"
"Marsalis","Branford",8,"1960-08-26","8","26","Virgo"
"Marsalis","Wynton",44,"1961-10-18","10","18","Libra"
"Marshall","Anthony D",103,"1924-05-30","5","30","Gemini"
"Marshall","Garry",2,"1934-11-13","11","13","Scorpio"
"Marshall","Rob",7,"1960-10-17","10","17","Libra"
"Marshall","Thurgood",13,"1908-07-02","7","2","Cancer"
"Martin","Agnes",6,"1912-03-22","3","22","Aries"
"Martin","Casey",1,"1972-06-02","6","2","Gemini"
"Martin","Curtis",35,"1973-05-01","5","1","Taurus"
"Martin","Dean",9,"1917-06-07","6","7","Gemini"
"Martin","John S Jr",1,"1935-01-01","1","1","Capricorn"
"Martin","Kenyon",8,"1977-12-30","12","30","Capricorn"
"Martin","Paul",29,"1938-08-28","8","28","Virgo"
"Martin","Ricky",7,"1971-12-24","12","24","Capricorn"
"Martin","Steve",25,"1945-08-14","8","14","Leo"
"Martin","Todd",2,"1970-07-08","7","8","Cancer"
"Martinez","Conchita",1,"1972-04-16","4","16","Aries"
"Martinez","Pedro",211,"1971-10-25","10","25","Scorpio"
"Martinez","Tino",13,"1967-12-07","12","7","Sagittarius"
"Martins","Peter",51,"1946-10-27","10","27","Scorpio"
"Maruyama","Shigeki",0,"1969-09-12","9","12","Virgo"
"Marx","Groucho",5,"1890-10-02","10","2","Libra"
"Marx","Karl",7,"1818-05-05","5","5","Taurus"
"Mashburn","Jamal",0,"1972-11-29","11","29","Sagittarius"
"Maskhadov","Aslan",6,"1951-09-21","9","21","Virgo"
"Maslin","Janet",2,"1949-08-12","8","12","Leo"
"Mason","Bobbie Ann",7,"1940-05-01","5","1","Taurus"
"Mason","C. Vernon",0,"NA","NA","NA","NA"
"Mason","Jackie",5,"1931-06-09","6","9","Gemini"
"Masri","Abu Hamza al-",4,"1958-04-15","4","15","Aries"
"Massenet","Jules",0,"1842-05-12","5","12","Taurus"
"Massino","Joseph C",5,"1943-01-10","1","10","Capricorn"
"Massoud","Ahmed Shah",1,"1953-09-02","9","2","Virgo"
"Mastroianni","Marcello",3,"1924-09-28","9","28","Libra"
"Masur","Kurt",13,"1927-07-18","7","18","Cancer"
"Matalin","Mary",2,"1953-08-19","8","19","Leo"
"Mateo","Fernando",6,"NA","NA","NA","NA"
"Mathis","Clint",2,"1976-11-25","11","25","Sagittarius"
"Matisse","Henri",20,"1869-12-31","12","31","Capricorn"
"Matsch","Richard P",0,"1930-01-01","1","1","Capricorn"
"Matsui","Hideki",71,"1974-06-12","6","12","Gemini"
"Matsui","Kazuo",19,"1975-10-23","10","23","Libra"
"Matsuzaka","Daisuke",48,"1980-09-13","9","13","Virgo"
"Matthaus","Lothar",0,"1961-03-21","3","21","Aries"
"Matthews","Chris",9,"1945-12-17","12","17","Sagittarius"
"Matthiessen","Peter",4,"1927-05-22","5","22","Gemini"
"Mattila","Karita",11,"1960-09-05","9","5","Virgo"
"Mattingly","Don",20,"1961-04-20","4","20","Aries"
"Mauresmo","Amelie",26,"1979-07-05","7","5","Cancer"
"Mauskopf","Roslynn R",3,"1957-02-07","2","7","Aquarius"
"Max","Peter",3,"1937-10-19","10","19","Libra"
"May","Elaine",5,"1932-04-21","4","21","Taurus"
"Maynard","Joyce",1,"1953-11-05","11","5","Scorpio"
"Mayorga","Ricardo",5,"1973-10-03","10","3","Libra"
"Mays","Willie",17,"1931-05-06","5","6","Taurus"
"Mbeki","Thabo",78,"1942-06-18","6","18","Gemini"
"McAuliffe","Terry",20,"1957-02-09","2","9","Aquarius"
"McBain","Ed",4,"1926-10-15","10","15","Libra"
"McCaffrey","Barry R",2,"1942-11-17","11","17","Scorpio"
"McCain","Cindy",18,"1954-05-20","5","20","Taurus"
"McCain","John",1301,"1936-08-29","8","29","Virgo"
"McCall","H Carl",7,"1935-10-17","10","17","Libra"
"McCarrick","Theodore E",1,"1930-07-07","7","7","Cancer"
"McCarthy","Carolyn",5,"1944-01-05","1","5","Capricorn"
"McCarthy","Cormac",18,"1933-07-20","7","20","Cancer"
"McCarthy","Joseph R",7,"1908-11-14","11","14","Scorpio"
"McCartney","Linda",1,"1941-09-24","9","24","Libra"
"McCartney","Paul",40,"1942-06-18","6","18","Gemini"
"McCartney","Stella",29,"1971-09-13","9","13","Virgo"
"McCarver","Tim",7,"1941-10-16","10","16","Libra"
"McCaughey Ross","Betsy",4,"1948-10-20","10","20","Libra"
"McCaw","Craig O",1,"1949-08-11","8","11","Leo"
"McChrystal","Stanley A",67,"1954-08-14","8","14","Leo"
"McClellan","Mark B",7,"1963-06-26","6","26","Cancer"
"McClellan","Scott",28,"1968-02-14","2","14","Aquarius"
"McClinton","Marion",2,"NA","NA","NA","NA"
"McCollum","Bill",8,"1944-07-12","7","12","Cancer"
"McConaughey","Matthew",8,"1969-11-04","11","4","Scorpio"
"McConnell","Mitch",26,"1942-02-20","2","20","Pisces"
"McCool","William C",1,"1961-09-23","9","23","Virgo"
"McCormack","John B",0,"1935-08-12","8","12","Leo"
"McCourt","Frank",14,"1930-08-19","8","19","Leo"
"McCullough","David",7,"1933-07-07","7","7","Cancer"
"McDermott","Alice",1,"1953-06-27","6","27","Cancer"
"McDonagh","Martin",20,"1970-03-26","3","26","Aries"
"McDonald","Audra",18,"1970-07-03","7","3","Cancer"
"McDonough","William J",1,"1934-04-21","4","21","Taurus"
"McDormand","Frances",5,"1957-06-23","6","23","Cancer"
"McDougal","James B",0,"1940-08-25","8","25","Virgo"
"McDougal","Susan",0,"1955-01-01","1","1","Capricorn"
"McDyess","Antonio",4,"1974-09-07","9","7","Virgo"
"McEnroe","John",22,"1959-02-16","2","16","Aquarius"
"McEnroe","Patrick",9,"1966-07-01","7","1","Cancer"
"McEwan","Ian",27,"1948-06-21","6","21","Gemini"
"McFadden","Robert D",0,"1937-01-01","1","1","Capricorn"
"McGaughey","Shug",1,"1951-01-06","1","6","Capricorn"
"McGovern","George S",9,"1922-07-19","7","19","Cancer"
"McGrady","Tracy",12,"1979-05-24","5","24","Gemini"
"McGreevey","James E",60,"1957-08-06","8","6","Leo"
"McGregor","Ewan",12,"1971-03-31","3","31","Aries"
"McGuinness","Martin",6,"1950-05-23","5","23","Gemini"
"McGwire","Mark",56,"1963-10-01","10","1","Libra"
"McHugh","James T",0,"1932-01-03","1","3","Capricorn"
"McInerney","Jay",11,"1955-01-13","1","13","Capricorn"
"McKellen","Ian",11,"1939-05-25","5","25","Gemini"
"McKibben","Bill",3,"1960-01-01","1","1","Capricorn"
"McKiernan","David D",16,"1950-12-11","12","11","Sagittarius"
"McKinley","Jesse",0,"1970-01-01","1","1","Capricorn"
"McKinney","Gene C",0,"1950-11-03","11","3","Scorpio"
"McMurtry","Larry",10,"1936-06-03","6","3","Gemini"
"McNabb","Donovan",47,"1976-11-25","11","25","Sagittarius"
"McNair","Steve",11,"1973-02-14","2","14","Aquarius"
"McNally","Terrence",22,"1938-11-03","11","3","Scorpio"
"McNamara","Robert S",9,"1916-06-19","6","19","Gemini"
"McNamee","Brian",71,"NA","NA","NA","NA"
"McPherson","Conor",12,"1971-08-06","8","6","Leo"
"McQueen","Alexander",37,"1969-03-16","3","16","Pisces"
"McSorley","Marty",0,"1963-05-18","5","18","Taurus"
"Mcanuff","Des",10,"1952-06-19","6","19","Gemini"
"Mcilvaine","Joe",0,"1947-01-01","1","1","Capricorn"
"Mcpartland","Marian",0,"1918-03-20","3","20","Pisces"
"Mcveigh","Timothy James",10,"1968-04-23","4","23","Taurus"
"Mead","Walter Russell",1,"1952-06-12","6","12","Gemini"
"Mediate","Rocco",21,"1962-12-17","12","17","Sagittarius"
"Medvedev","Dmitri A",229,"1965-09-14","9","14","Virgo"
"Mee","Charles L",12,"1938-09-15","9","15","Virgo"
"Meehan","Martin T",5,"1956-12-30","12","30","Capricorn"
"Megrahi","Abdelbaset Ali Mohmed al-",16,"1952-04-01","4","1","Aries"
"Mehlman","Ken",21,"1966-08-21","8","21","Leo"
"Mehsud","Baitullah",33,"1974-01-01","1","1","Capricorn"
"Mehta","Zarin",11,"1938-10-28","10","28","Scorpio"
"Mehta","Zubin",10,"1936-04-29","4","29","Taurus"
"Meier","Richard",23,"1934-10-12","10","12","Libra"
"Mekhennet","Souad",0,"1978-01-01","1","1","Capricorn"
"Mellencamp","John",8,"1951-10-07","10","7","Libra"
"Mellon","Paul",3,"1907-06-11","6","11","Gemini"
"Melville","Herman",10,"1819-08-01","8","1","Leo"
"Menand","Louis",4,"1952-01-21","1","21","Aquarius"
